Time : 46:52.273, Frame: 6021.000, Current FPS : 30.797, Average FPS : 30.756, Total FPS : 44.044
Time : 46:52.779, Frame: 6035.000, Current FPS : 27.694, Average FPS : 30.449, Total FPS : 43.984
Time : 46:53.298, Frame: 6050.000, Current FPS : 28.897, Average FPS : 30.294, Total FPS : 43.927
Time : 46:53.820, Frame: 6065.000, Current FPS : 28.733, Average FPS : 30.138, Total FPS : 43.870
Time : 46:54.325, Frame: 6081.000, Current FPS : 31.645, Average FPS : 30.289, Total FPS : 43.825
Time : 46:54.846, Frame: 6098.000, Current FPS : 32.683, Average FPS : 30.528, Total FPS : 43.783
Time : 46:55.367, Frame: 6111.000, Current FPS : 24.923, Average FPS : 29.968, Total FPS : 43.713
Time : 46:55.872, Frame: 6125.000, Current FPS : 27.720, Average FPS : 29.743, Total FPS : 43.655
Time : 46:56.392, Frame: 6139.000, Current FPS : 26.957, Average FPS : 29.464, Total FPS : 43.594
Time : 46:56.912, Frame: 6152.000, Current FPS : 24.973, Average FPS : 29.015, Total FPS : 43.525
Time : 46:57.416, Frame: 6166.000, Current FPS : 27.772, Average FPS : 28.891, Total FPS : 43.469
Time : 46:57.936, Frame: 6180.000, Current FPS : 26.934, Average FPS : 28.695, Total FPS : 43.409
Time : 46:58.456, Frame: 6194.000, Current FPS : 26.916, Average FPS : 28.517, Total FPS : 43.349
Time : 46:58.976, Frame: 6209.000, Current FPS : 28.858, Average FPS : 28.551, Total FPS : 43.296
Time : 46:59.481, Frame: 6222.000, Current FPS : 25.719, Average FPS : 28.268, Total FPS : 43.235
Time : 47:00.002, Frame: 6237.000, Current FPS : 28.787, Average FPS : 28.320, Total FPS : 43.183
Time : 47:00.522, Frame: 6251.000, Current FPS : 26.941, Average FPS : 28.182, Total FPS : 43.124
Time : 47:01.026, Frame: 6266.000, Current FPS : 29.788, Average FPS : 28.343, Total FPS : 43.078
Time : 47:01.543, Frame: 6284.000, Current FPS : 34.807, Average FPS : 28.989, Total FPS : 43.049
Time : 47:02.063, Frame: 6303.000, Current FPS : 36.627, Average FPS : 29.753, Total FPS : 43.026
Time : 47:02.582, Frame: 6322.000, Current FPS : 36.606, Average FPS : 30.438, Total FPS : 43.003
Time : 47:03.102, Frame: 6340.000, Current FPS : 34.571, Average FPS : 30.851, Total FPS : 42.973
Time : 47:03.607, Frame: 6355.000, Current FPS : 29.703, Average FPS : 30.737, Total FPS : 42.928
Time : 47:04.126, Frame: 6381.000, Current FPS : 50.087, Average FPS : 32.672, Total FPS : 42.953
Time : 47:04.646, Frame: 6417.000, Current FPS : 69.243, Average FPS : 36.329, Total FPS : 43.045
Time : 47:05.151, Frame: 6450.000, Current FPS : 65.399, Average FPS : 39.236, Total FPS : 43.120
Time : 47:05.668, Frame: 6481.000, Current FPS : 59.888, Average FPS : 41.301, Total FPS : 43.178
Time : 47:06.188, Frame: 6511.000, Current FPS : 57.693, Average FPS : 42.940, Total FPS : 43.228
Time : 47:06.708, Frame: 6538.000, Current FPS : 51.986, Average FPS : 43.845, Total FPS : 43.258
Time : 47:07.212, Frame: 6569.000, Current FPS : 61.435, Average FPS : 45.604, Total FPS : 43.319
Time : 47:07.736, Frame: 6606.000, Current FPS : 70.656, Average FPS : 48.109, Total FPS : 43.413
Time : 47:08.255, Frame: 6643.000, Current FPS : 71.259, Average FPS : 50.424, Total FPS : 43.507
Time : 47:08.773, Frame: 6680.000, Current FPS : 71.454, Average FPS : 52.527, Total FPS : 43.602
Time : 47:09.278, Frame: 6711.000, Current FPS : 61.433, Average FPS : 53.418, Total FPS : 43.660
Time : 47:09.796, Frame: 6747.000, Current FPS : 69.481, Average FPS : 55.024, Total FPS : 43.747
Time : 47:10.318, Frame: 6783.000, Current FPS : 68.964, Average FPS : 56.418, Total FPS : 43.832
